date,year,month,quarter,actual_revenue,budgeted_revenue,revenue_variance,revenue_variance_pct,operating_margin,days_sales_outstanding,non_revenue_water_pct,cost_per_gallon,collection_rate,water_revenue,cash_reserve,debt_service_coverage,total_ar,current_pct,days_30_pct,days_60_pct,required_minimum,actual_coverage,projected_coverage,residential_revenue,commercial_revenue,departments,monthly_revenue,monthly_expenses,monthly_margin,outstanding_debt,projected_revenue_12m,expected_operating_expenses,capital_investment_plan,projected_net_income,scenarios,alerts,revenue_optimization_confidence,revenue_optimization_impact_pct,profitability_forecast_confidence,profitability_forecast_net_income,revenue_leakage_confidence,revenue_leakage_daily_loss,revenue_leakage_efficiency_gap,cost_optimization_confidence,cost_optimization_daily_recovery
2022-04-18,2022,4,Q2,0.08,0.06,0.02,33.33,0.1885,37.4,0.231,4.31,0.9385,0.14,4.34,1.4,1.18,0.47,0.23,0.12,1.5,1.4,1.46402779787619,0.048725155043652636,0.03209041227908683,"[{""department"": ""Personnel"", ""budget"": 18.29, ""actual"": 17.68, ""variance"": -0.61, ""variance_pct"": -3.34}, {""department"": ""Operations"", ""budget"": 26.52, ""actual"": 29.2, ""variance"": 2.68, ""variance_pct"": 10.11}, {""department"": ""Infrastructure"", ""budget"": 22.83, ""actual"": 23.81, ""variance"": 0.98, ""variance_pct"": 4.29}, {""department"": ""Maintenance"", ""budget"": 13.77, ""actual"": 13.33, ""variance"": -0.44, ""variance_pct"": -3.2}, {""department"": ""Utilities"", ""budget"": 12.59, ""actual"": 11.88, ""variance"": -0.71, ""variance_pct"": -5.64}]",0.08,0.1,-0.02,8.12,8.4,9.95838,3.14,-4.69838,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.15, ""debt_service_coverage"": 1.4, ""net_income"": -1.12, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.38, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-19,2022,4,Q2,0.08,0.07,0.01,14.29,0.1842,37.8,0.2294,4.32,0.9491,0.14,4.26,1.34,1.19,0.47,0.23,0.12,1.5,1.34,1.406905465940842,0.05035917121180521,0.034493359936227166,"[{""department"": ""Personnel"", ""budget"": 16.48, ""actual"": 15.81, ""variance"": -0.67, ""variance_pct"": -4.07}, {""department"": ""Operations"", ""budget"": 28.76, ""actual"": 30.82, ""variance"": 2.06, ""variance_pct"": 7.16}, {""department"": ""Infrastructure"", ""budget"": 21.37, ""actual"": 22.26, ""variance"": 0.89, ""variance_pct"": 4.16}, {""department"": ""Maintenance"", ""budget"": 14.68, ""actual"": 13.97, ""variance"": -0.71, ""variance_pct"": -4.84}, {""department"": ""Utilities"", ""budget"": 11.99, ""actual"": 11.33, ""variance"": -0.66, ""variance_pct"": -5.5}]",0.08,0.09,-0.01,8.0,8.48,10.05257,3.18,-4.752569999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.13, ""debt_service_coverage"": 1.34, ""net_income"": -1.1, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.64, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-20,2022,4,Q2,0.08,0.06,0.02,33.33,0.1825,37.7,0.2367,4.29,0.9438,0.14,4.26,1.38,1.14,0.47,0.23,0.12,1.5,1.38,1.442075629391059,0.04865377719610226,0.033059689827789285,"[{""department"": ""Personnel"", ""budget"": 16.06, ""actual"": 15.17, ""variance"": -0.89, ""variance_pct"": -5.54}, {""department"": ""Operations"", ""budget"": 28.94, ""actual"": 30.68, ""variance"": 1.74, ""variance_pct"": 6.01}, {""department"": ""Infrastructure"", ""budget"": 22.54, ""actual"": 23.49, ""variance"": 0.95, ""variance_pct"": 4.21}, {""department"": ""Maintenance"", ""budget"": 14.34, ""actual"": 13.96, ""variance"": -0.38, ""variance_pct"": -2.65}, {""department"": ""Utilities"", ""budget"": 13.63, ""actual"": 13.01, ""variance"": -0.62, ""variance_pct"": -4.55}]",0.08,0.1,-0.02,8.05,8.56,10.14888,3.17,-4.7588799999999996,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.16, ""debt_service_coverage"": 1.38, ""net_income"": -1.13, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.55, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-21,2022,4,Q2,0.09,0.08,0.01,12.5,0.1835,37.4,0.2329,4.32,0.9486,0.16,4.3,1.35,1.23,0.47,0.23,0.12,1.5,1.35,1.4303063618864762,0.05274442450354479,0.034757366640972676,"[{""department"": ""Personnel"", ""budget"": 16.64, ""actual"": 16.23, ""variance"": -0.41, ""variance_pct"": -2.46}, {""department"": ""Operations"", ""budget"": 30.5, ""actual"": 31.73, ""variance"": 1.23, ""variance_pct"": 4.03}, {""department"": ""Infrastructure"", ""budget"": 21.85, ""actual"": 23.75, ""variance"": 1.9, ""variance_pct"": 8.7}, {""department"": ""Maintenance"", ""budget"": 14.69, ""actual"": 14.01, ""variance"": -0.68, ""variance_pct"": -4.63}, {""department"": ""Utilities"", ""budget"": 11.85, ""actual"": 11.23, ""variance"": -0.62, ""variance_pct"": -5.23}]",0.09,0.1,-0.01,8.1,8.65,10.24583,3.23,-4.82583,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.16, ""debt_service_coverage"": 1.35, ""net_income"": -1.13, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.7, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-22,2022,4,Q2,0.08,0.07,0.01,14.29,0.1918,38.1,0.2302,4.34,0.9466,0.15,4.34,1.37,1.17,0.47,0.23,0.12,1.5,1.37,1.4091645352797681,0.04540988388482169,0.03186261775872359,"[{""department"": ""Personnel"", ""budget"": 17.89, ""actual"": 17.48, ""variance"": -0.41, ""variance_pct"": -2.29}, {""department"": ""Operations"", ""budget"": 28.45, ""actual"": 29.55, ""variance"": 1.1, ""variance_pct"": 3.87}, {""department"": ""Infrastructure"", ""budget"": 21.56, ""actual"": 23.19, ""variance"": 1.63, ""variance_pct"": 7.56}, {""department"": ""Maintenance"", ""budget"": 14.26, ""actual"": 13.19, ""variance"": -1.07, ""variance_pct"": -7.5}, {""department"": ""Utilities"", ""budget"": 12.15, ""actual"": 11.89, ""variance"": -0.26, ""variance_pct"": -2.14}]",0.08,0.1,-0.02,8.13,8.73,10.34113,3.2,-4.8111299999999995,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.14, ""debt_service_coverage"": 1.37, ""net_income"": -1.11, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -40.12, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-23,2022,4,Q2,0.08,0.07,0.01,14.29,0.187,38.3,0.2236,4.31,0.9419,0.14,4.27,1.39,1.09,0.47,0.23,0.12,1.5,1.39,1.4734854153214225,0.046215797979738425,0.03187856194387254,"[{""department"": ""Personnel"", ""budget"": 16.35, ""actual"": 14.51, ""variance"": -1.84, ""variance_pct"": -11.25}, {""department"": ""Operations"", ""budget"": 30.01, ""actual"": 31.97, ""variance"": 1.96, ""variance_pct"": 6.53}, {""department"": ""Infrastructure"", ""budget"": 21.61, ""actual"": 21.99, ""variance"": 0.38, ""variance_pct"": 1.76}, {""department"": ""Maintenance"", ""budget"": 14.49, ""actual"": 13.89, ""variance"": -0.6, ""variance_pct"": -4.14}, {""department"": ""Utilities"", ""budget"": 11.33, ""actual"": 11.25, ""variance"": -0.08, ""variance_pct"": -0.71}]",0.08,0.09,-0.01,8.11,8.81,10.43474,3.19,-4.814739999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.12, ""debt_service_coverage"": 1.39, ""net_income"": -1.09, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.39, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-24,2022,4,Q2,0.08,0.07,0.01,14.29,0.1865,37.0,0.2313,4.32,0.9496,0.14,4.25,1.36,1.18,0.47,0.23,0.12,1.5,1.36,1.391981577628917,0.04811715112049995,0.03212851131620034,"[{""department"": ""Personnel"", ""budget"": 17.63, ""actual"": 16.54, ""variance"": -1.09, ""variance_pct"": -6.18}, {""department"": ""Operations"", ""budget"": 27.49, ""actual"": 27.2, ""variance"": -0.29, ""variance_pct"": -1.05}, {""department"": ""Infrastructure"", ""budget"": 21.59, ""actual"": 22.84, ""variance"": 1.25, ""variance_pct"": 5.79}, {""department"": ""Maintenance"", ""budget"": 13.87, ""actual"": 13.71, ""variance"": -0.16, ""variance_pct"": -1.15}, {""department"": ""Utilities"", ""budget"": 11.44, ""actual"": 10.66, ""variance"": -0.78, ""variance_pct"": -6.82}]",0.08,0.09,-0.01,8.13,8.89,10.52569,3.11,-4.74569,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.09, ""debt_service_coverage"": 1.36, ""net_income"": -1.06, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.24, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-25,2022,4,Q2,0.08,0.07,0.01,14.29,0.1942,37.6,0.229,4.32,0.9437,0.14,4.25,1.36,1.25,0.47,0.23,0.12,1.5,1.36,1.3897462887326302,0.04695147596287873,0.03603921484257199,"[{""department"": ""Personnel"", ""budget"": 16.78, ""actual"": 15.8, ""variance"": -0.98, ""variance_pct"": -5.84}, {""department"": ""Operations"", ""budget"": 28.08, ""actual"": 29.85, ""variance"": 1.77, ""variance_pct"": 6.3}, {""department"": ""Infrastructure"", ""budget"": 20.64, ""actual"": 21.13, ""variance"": 0.49, ""variance_pct"": 2.37}, {""department"": ""Maintenance"", ""budget"": 15.12, ""actual"": 15.46, ""variance"": 0.34, ""variance_pct"": 2.25}, {""department"": ""Utilities"", ""budget"": 12.33, ""actual"": 11.43, ""variance"": -0.9, ""variance_pct"": -7.3}]",0.08,0.09,-0.01,8.05,8.97,10.61936,3.24,-4.88936,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.12, ""debt_service_coverage"": 1.36, ""net_income"": -1.09, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.41, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-26,2022,4,Q2,0.09,0.07,0.02,28.57,0.1812,37.7,0.224,4.34,0.9386,0.15,4.24,1.37,1.18,0.47,0.23,0.12,1.5,1.37,1.3848008223570152,0.054350941870783355,0.036667533406879796,"[{""department"": ""Personnel"", ""budget"": 18.72, ""actual"": 16.97, ""variance"": -1.75, ""variance_pct"": -9.35}, {""department"": ""Operations"", ""budget"": 27.53, ""actual"": 28.33, ""variance"": 0.8, ""variance_pct"": 2.91}, {""department"": ""Infrastructure"", ""budget"": 19.82, ""actual"": 20.64, ""variance"": 0.82, ""variance_pct"": 4.14}, {""department"": ""Maintenance"", ""budget"": 13.41, ""actual"": 12.74, ""variance"": -0.67, ""variance_pct"": -5.0}, {""department"": ""Utilities"", ""budget"": 12.26, ""actual"": 11.42, ""variance"": -0.84, ""variance_pct"": -6.85}]",0.09,0.09,-0.0,8.02,9.06,10.70946,3.19,-4.839459999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.08, ""debt_service_coverage"": 1.37, ""net_income"": -1.05, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.0M, 3.6% above budget forecast."", ""potential_impact_k"": -37.74, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-27,2022,4,Q2,0.09,0.07,0.02,28.57,0.186,37.4,0.2369,4.26,0.9366,0.16,4.29,1.35,1.29,0.47,0.23,0.12,1.5,1.35,1.3910840937234639,0.053004736770774774,0.032335375373811405,"[{""department"": ""Personnel"", ""budget"": 17.17, ""actual"": 16.19, ""variance"": -0.98, ""variance_pct"": -5.71}, {""department"": ""Operations"", ""budget"": 29.05, ""actual"": 30.37, ""variance"": 1.32, ""variance_pct"": 4.54}, {""department"": ""Infrastructure"", ""budget"": 21.8, ""actual"": 23.27, ""variance"": 1.47, ""variance_pct"": 6.74}, {""department"": ""Maintenance"", ""budget"": 14.37, ""actual"": 14.25, ""variance"": -0.12, ""variance_pct"": -0.84}, {""department"": ""Utilities"", ""budget"": 11.58, ""actual"": 10.84, ""variance"": -0.74, ""variance_pct"": -6.39}]",0.09,0.09,-0.0,8.1,9.15,10.80438,3.21,-4.86438,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.14, ""debt_service_coverage"": 1.35, ""net_income"": -1.11, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -39.82, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-28,2022,4,Q2,0.08,0.06,0.02,33.33,0.1899,37.8,0.2247,4.27,0.9458,0.14,4.3,1.36,1.22,0.47,0.23,0.12,1.5,1.36,1.399925553263411,0.04630696570992894,0.031131521645252857,"[{""department"": ""Personnel"", ""budget"": 18.94, ""actual"": 17.85, ""variance"": -1.09, ""variance_pct"": -5.76}, {""department"": ""Operations"", ""budget"": 24.21, ""actual"": 25.27, ""variance"": 1.06, ""variance_pct"": 4.38}, {""department"": ""Infrastructure"", ""budget"": 21.1, ""actual"": 20.5, ""variance"": -0.6, ""variance_pct"": -2.84}, {""department"": ""Maintenance"", ""budget"": 14.87, ""actual"": 13.81, ""variance"": -1.06, ""variance_pct"": -7.13}, {""department"": ""Utilities"", ""budget"": 12.42, ""actual"": 11.71, ""variance"": -0.71, ""variance_pct"": -5.72}]",0.08,0.09,-0.01,8.04,9.23,10.89352,3.16,-4.82352,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.07, ""debt_service_coverage"": 1.36, ""net_income"": -1.04, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.0M, 3.6% above budget forecast."", ""potential_impact_k"": -37.46, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-29,2022,4,Q2,0.09,0.07,0.02,28.57,0.181,36.9,0.224,4.3,0.9439,0.15,4.26,1.37,1.22,0.47,0.23,0.12,1.5,1.37,1.4305187456050932,0.05188134306338446,0.03252173024250754,"[{""department"": ""Personnel"", ""budget"": 16.39, ""actual"": 15.04, ""variance"": -1.35, ""variance_pct"": -8.24}, {""department"": ""Operations"", ""budget"": 26.7, ""actual"": 28.9, ""variance"": 2.2, ""variance_pct"": 8.24}, {""department"": ""Infrastructure"", ""budget"": 20.81, ""actual"": 21.52, ""variance"": 0.71, ""variance_pct"": 3.41}, {""department"": ""Maintenance"", ""budget"": 13.35, ""actual"": 13.16, ""variance"": -0.19, ""variance_pct"": -1.42}, {""department"": ""Utilities"", ""budget"": 13.08, ""actual"": 12.89, ""variance"": -0.19, ""variance_pct"": -1.45}]",0.09,0.09,-0.0,8.06,9.32,10.98503,3.15,-4.81503,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.1, ""debt_service_coverage"": 1.37, ""net_income"": -1.07, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.35, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
2022-04-30,2022,4,Q2,0.07,0.06,0.01,16.67,0.1936,37.6,0.233,4.32,0.9446,0.13,4.3,1.37,1.19,0.47,0.23,0.12,1.5,1.37,1.4248778188324092,0.04418729631312253,0.027538282440135828,"[{""department"": ""Personnel"", ""budget"": 17.87, ""actual"": 17.13, ""variance"": -0.74, ""variance_pct"": -4.14}, {""department"": ""Operations"", ""budget"": 26.32, ""actual"": 27.44, ""variance"": 1.12, ""variance_pct"": 4.26}, {""department"": ""Infrastructure"", ""budget"": 20.27, ""actual"": 20.17, ""variance"": -0.1, ""variance_pct"": -0.49}, {""department"": ""Maintenance"", ""budget"": 14.67, ""actual"": 13.63, ""variance"": -1.04, ""variance_pct"": -7.09}, {""department"": ""Utilities"", ""budget"": 12.92, ""actual"": 12.62, ""variance"": -0.3, ""variance_pct"": -2.32}]",0.07,0.09,-0.02,8.15,9.39,11.07602,3.27,-4.956019999999999,"[{""scenario"": ""Base Scenario"", ""projected_revenue"": 0.03, ""projected_expenses"": 1.09, ""debt_service_coverage"": 1.37, ""net_income"": -1.07, ""financial_viability"": ""Healthy""}]","[{""alert_type"": ""Revenue Optimization Opportunity"", ""description"": ""Analysis suggests implementing dynamic pricing during peak demand hours could increase quarterly revenue by 2-3%."", ""potential_impact_k"": 0.0, ""confidence_level"": 92.0}, {""alert_type"": ""Q1 Profitability Forecast"", ""description"": ""Based on current trajectory, Q1 net income expected to reach $-1.1M, 3.6% above budget forecast."", ""potential_impact_k"": -38.39, ""confidence_level"": 85.0}, {""alert_type"": ""Revenue Leakage Detected"", ""description"": ""$285K daily loss from NRW represents 23% efficiency gap vs. industry benchmark of 15%."", ""potential_impact_k"": 285, ""confidence_level"": 80.0}, {""alert_type"": ""Cost Optimization Opportunity"", ""description"": ""Reducing NRW by 5% could recover $52.2K in daily revenue without operational changes."", ""potential_impact_k"": 52.2, ""confidence_level"": 87.0}]",92,2.5,85,19.8,80,285,23,87,52.2
